Order Date,Product Name,Revenue Stream,Unit Price,Quantity
2022-03-14,License 2,License,95.74,1
2022-03-15,License 6,License,84.03,3
2022-03-16,Product 12,Product,62.31,2
2022-03-16,Product 12,Product,79.96,4
2022-03-17,Managed Service 1,Managed Service,10.79,2
2022-03-17,Managed Service 3,Managed Service,20.26,4
2022-03-17,Product 10,Product,97.06,1
2022-03-17,License 3,License,37.82,4
2022-03-18,License 7,License,72.07,2
2022-03-18,Product 9,Product,61.6,1
2022-03-18,License 6,License,92.63,4
2022-03-19,Product 1,Product,4.13,1
2022-03-19,Product 4,Product,5.86,1
2022-03-19,License 6,License,28.42,1
2022-03-19,Product 10,Product,30.24,3
2022-03-19,Product 6,Product,8.19,1
2022-03-20,Product 4,Product,44.67,1
2022-03-20,Product 5,Product,90.37,1
2022-03-20,Product 4,Product,80.38,2
2022-03-20,Product 3,Product,42.71,4
2022-03-20,License 4,License,46.55,2
2022-03-21,Product 9,Product,45.35,3
2022-03-21,Product 9,Product,6.66,2
2022-03-21,Product 12,Product,22.23,2
2022-03-22,Product 8,Product,11.61,4
2022-03-22,License 1,License,0.83,3
2022-03-22,Product 12,Product,90.8,4
2022-03-23,Product 2,Product,38.12,3
2022-03-23,License 1,License,85.46,4
2022-03-23,License 3,License,18.64,4
2022-03-23,License 6,License,3.85,3
2022-03-23,Product 2,Product,21.97,4
2022-03-24,Managed Service 2,Managed Service,6.48,4
2022-03-24,Managed Service 3,Managed Service,16.33,3
2022-03-25,Product 9,Product,58.5,4
2022-03-25,License 5,License,52.08,1
2022-03-25,License 8,License,63.8,3
2022-03-26,License 3,License,79.23,2
2022-03-26,Product 4,Product,21.68,3
2022-03-27,License 2,License,60.19,2
2022-03-27,Product 8,Product,94.12,4
2022-03-27,Product 5,Product,2.34,4
2022-03-27,License 4,License,92.06,3
2022-03-27,Product 11,Product,31.89,4
2022-03-28,Product 7,Product,50.27,4
2022-03-28,Product 11,Product,57.53,4
2022-03-29,License 3,License,28.73,1
2022-03-29,Product 11,Product,11.89,2
2022-03-29,Product 7,Product,23.13,2
2022-03-29,Product 9,Product,50.81,2
2022-03-29,License 4,License,69.34,3
2022-03-30,Product 8,Product,26.78,1
2022-03-30,Product 11,Product,96.34,3
2022-03-30,License 4,License,72.54,3
2022-03-30,License 1,License,8.11,2
2022-03-30,Product 1,Product,12.94,1
2022-03-31,License 8,License,14.11,1
2022-03-31,License 1,License,1.74,4
2022-04-01,Product 11,Product,66.85,1
2022-04-01,License 8,License,60.99,1
2022-04-02,Product 4,Product,38.41,1
2022-04-02,Product 3,Product,99.59,1
2022-04-03,License 5,License,10.68,4
2022-04-03,Product 3,Product,47.55,4
2022-04-04,License 8,License,8.99,4
2022-04-04,License 3,License,95.44,4
2022-04-05,Managed Service 2,Managed Service,86.58,3
2022-04-06,Product 4,Product,10.47,3
2022-04-06,License 1,License,11.65,3
2022-04-06,License 3,License,57.17,1
2022-04-06,Product 4,Product,52.11,3
2022-04-07,Product 1,Product,79.57,4
2022-04-07,License 8,License,83.08,3
2022-04-07,Product 6,Product,46.32,1
2022-04-07,Product 4,Product,14.13,1
2022-04-08,License 6,License,68.76,2
2022-04-08,License 5,License,94.68,4
2022-04-08,License 6,License,23.38,2
2022-04-08,License 7,License,61.49,3
2022-04-08,License 8,License,52.07,4
2022-04-09,Managed Service 1,Managed Service,99.36,3
2022-04-09,Product 9,Product,76.0,1
2022-04-09,Product 10,Product,15.87,1
2022-04-09,License 6,License,61.68,1
2022-04-10,Product 8,Product,43.87,1
2022-04-10,Product 4,Product,30.17,2
2022-04-11,Product 8,Product,52.43,2
2022-04-11,License 7,License,86.66,3
2022-04-11,Managed Service 2,Managed Service,76.97,2
2022-04-12,Product 5,Product,60.07,3
2022-04-12,Product 4,Product,3.38,4
2022-04-12,Product 6,Product,31.79,4
2022-04-12,Product 10,Product,49.32,4
2022-04-12,Product 9,Product,46.49,2
2022-04-13,Product 8,Product,96.52,3
2022-04-13,Product 10,Product,95.35,2
2022-04-13,License 9,License,88.78,1
2022-04-14,Product 3,Product,60.11,1
2022-04-14,License 9,License,63.38,1
2022-04-14,License 9,License,21.64,1
2022-04-14,License 3,License,32.77,4
2022-04-15,Product 1,Product,80.94,1
2022-04-15,License 1,License,78.52,3
2022-04-16,Product 3,Product,76.43,2
2022-04-16,License 6,License,72.59,4
2022-04-16,Managed Service 2,Managed Service,63.19,4
2022-04-16,Product 8,Product,20.06,3
2022-04-17,License 7,License,82.48,3
2022-04-17,Product 2,Product,64.65,1
2022-04-17,Managed Service 2,Managed Service,36.82,1
2022-04-17,License 4,License,75.61,2
2022-04-18,Managed Service 1,Managed Service,44.03,1
2022-04-19,Product 4,Product,59.82,3
2022-04-19,Product 10,Product,94.1,3
2022-04-19,Product 12,Product,45.31,4
2022-04-19,Product 3,Product,33.45,1
2022-04-20,License 1,License,15.06,3
2022-04-20,License 6,License,4.55,3
2022-04-20,Product 10,Product,52.02,2
2022-04-21,License 6,License,26.55,2
2022-04-21,Product 1,Product,66.12,2
2022-04-21,License 7,License,46.47,2
2022-04-22,Product 10,Product,56.16,1
2022-04-22,Managed Service 2,Managed Service,62.99,3
2022-04-22,Product 11,Product,63.37,3
2022-04-22,Product 9,Product,68.67,2
2022-04-22,License 1,License,29.99,1
2022-04-23,Managed Service 1,Managed Service,1.34,1
2022-04-23,License 3,License,43.77,4
2022-04-23,Product 10,Product,1.51,1
2022-04-23,Product 2,Product,49.38,4
2022-04-24,Product 11,Product,27.38,4
2022-04-24,License 6,License,93.31,1
2022-04-24,Managed Service 2,Managed Service,21.18,3
2022-04-25,Product 8,Product,31.75,3
2022-04-25,Managed Service 3,Managed Service,4.4,1
2022-04-25,License 2,License,95.04,2
2022-04-25,License 3,License,6.7,4
2022-04-26,License 8,License,10.44,1
2022-04-26,License 8,License,5.09,4
2022-04-26,License 9,License,97.35,4
2022-04-26,License 7,License,81.9,3
2022-04-27,License 1,License,37.22,4
2022-04-27,License 9,License,95.41,1
2022-04-28,Managed Service 3,Managed Service,4.24,3
2022-04-29,License 3,License,91.51,3
2022-04-29,Product 12,Product,2.36,1
2022-04-29,Product 10,Product,20.07,4
2022-04-29,License 9,License,53.82,3
2022-04-30,License 9,License,76.87,2
2022-05-01,Managed Service 3,Managed Service,91.49,1
2022-05-01,Product 4,Product,26.71,3
2022-05-01,Product 5,Product,67.06,1
2022-05-01,Product 8,Product,69.27,3
2022-05-02,License 6,License,84.65,2
2022-05-02,Product 9,Product,61.58,4
2022-05-02,Product 6,Product,11.59,4
2022-05-02,License 9,License,48.07,4
2022-05-03,Product 10,Product,27.8,1
2022-05-03,Product 11,Product,41.55,2
2022-05-03,Product 8,Product,12.09,1
2022-05-04,License 3,License,71.06,3
2022-05-04,License 2,License,79.12,1
2022-05-05,Product 7,Product,8.86,1
2022-05-05,Product 6,Product,71.88,3
2022-05-05,License 3,License,31.36,2
2022-05-05,License 4,License,86.74,4
2022-05-05,License 5,License,70.48,3
2022-05-06,License 8,License,97.46,1
2022-05-06,License 8,License,52.16,2
2022-05-07,Product 7,Product,22.34,3
2022-05-07,Product 3,Product,61.0,3
2022-05-07,Product 9,Product,11.38,2
2022-05-07,Product 4,Product,41.91,1
2022-05-08,Product 5,Product,34.65,2
2022-05-08,Product 2,Product,7.66,2
2022-05-08,License 2,License,94.47,2
2022-05-08,Product 8,Product,53.65,1
2022-05-09,License 1,License,20.53,2
2022-05-09,Product 2,Product,80.3,2
2022-05-10,License 6,License,97.08,3
2022-05-10,Product 2,Product,82.91,3
2022-05-11,Product 12,Product,23.11,1
2022-05-11,License 5,License,10.56,3
2022-05-12,Product 6,Product,96.22,3
2022-05-12,Product 2,Product,44.07,1
2022-05-12,Product 11,Product,71.36,2
2022-05-12,Managed Service 1,Managed Service,57.32,1
2022-05-13,License 2,License,9.55,4
2022-05-13,License 2,License,87.0,2
2022-05-13,Product 10,Product,11.2,1
2022-05-13,Managed Service 2,Managed Service,99.8,2
2022-05-13,License 4,License,74.72,4
2022-05-14,Product 2,Product,46.01,4
2022-05-15,Product 8,Product,37.18,3
2022-05-15,Product 4,Product,81.8,1
2022-05-16,License 7,License,53.11,2
2022-05-16,Managed Service 2,Managed Service,51.31,2
2022-05-16,Product 3,Product,94.12,4
2022-05-17,Product 11,Product,38.7,4
2022-05-17,License 4,License,84.53,3
2022-05-18,Product 7,Product,27.33,2
2022-05-18,Product 11,Product,11.43,3
2022-05-18,License 6,License,50.39,1
2022-05-19,Product 11,Product,11.4,4
2022-05-20,Product 5,Product,36.47,3
2022-05-20,Managed Service 2,Managed Service,74.65,1
2022-05-20,License 7,License,66.59,4
2022-05-21,Managed Service 3,Managed Service,20.09,4
2022-05-21,Managed Service 1,Managed Service,68.2,1
2022-05-21,Managed Service 1,Managed Service,15.12,4
2022-05-21,Product 1,Product,32.83,2
2022-05-22,License 8,License,24.36,4
2022-05-22,Product 7,Product,40.04,3
2022-05-23,Product 6,Product,36.36,4
2022-05-23,Product 1,Product,30.96,3
2022-05-23,License 7,License,90.55,1
2022-05-23,Product 8,Product,73.08,3
2022-05-23,License 1,License,19.81,4
2022-05-24,License 4,License,67.89,3
2022-05-25,Product 5,Product,64.24,3
2022-05-26,License 2,License,22.24,1
2022-05-27,Product 10,Product,85.39,2
2022-05-27,License 1,License,24.34,2
2022-05-27,License 4,License,50.86,3
2022-05-27,License 9,License,20.68,1
2022-05-28,Managed Service 2,Managed Service,45.96,4
2022-05-28,Managed Service 3,Managed Service,99.51,1
2022-05-28,Product 7,Product,1.9,4
2022-05-28,License 8,License,21.61,1
2022-05-28,Product 1,Product,79.14,1
2022-05-29,Managed Service 1,Managed Service,76.01,3
2022-05-29,Product 11,Product,15.96,4
2022-05-29,Product 7,Product,38.0,2
2022-05-29,Product 8,Product,98.0,2
2022-05-30,License 6,License,60.13,4
2022-05-30,Product 12,Product,96.8,1
2022-05-30,Product 3,Product,45.52,3
2022-05-30,License 7,License,11.33,4
2022-05-30,Managed Service 2,Managed Service,18.89,4
2022-05-31,Product 11,Product,31.04,3
2022-05-31,License 3,License,92.62,4
2022-06-01,License 7,License,49.53,4
2022-06-02,License 9,License,90.03,2
2022-06-02,Managed Service 1,Managed Service,80.62,4
2022-06-02,License 1,License,58.12,3
2022-06-02,Managed Service 3,Managed Service,77.64,2
2022-06-03,License 8,License,5.14,3
2022-06-03,License 7,License,33.22,3
2022-06-03,Product 9,Product,78.67,2
2022-06-03,Product 11,Product,51.2,2
2022-06-04,Product 1,Product,56.19,1
2022-06-04,License 7,License,27.72,3
2022-06-04,License 8,License,76.18,3
2022-06-04,License 5,License,95.49,1
2022-06-05,License 5,License,44.42,4
2022-06-05,Managed Service 1,Managed Service,23.71,2
2022-06-05,License 1,License,55.73,1
2022-06-06,Product 11,Product,1.45,1
2022-06-06,Product 1,Product,50.85,1
2022-06-06,Product 2,Product,66.68,2
2022-06-06,License 1,License,90.89,4
2022-06-07,Managed Service 3,Managed Service,93.94,2
2022-06-07,Product 2,Product,4.7,3
2022-06-08,Product 5,Product,41.26,2
2022-06-08,License 8,License,86.57,3
2022-06-08,License 7,License,42.86,3
2022-06-08,License 3,License,87.34,1
2022-06-08,License 1,License,72.17,2
2022-06-09,Product 7,Product,51.23,3
2022-06-09,Managed Service 3,Managed Service,89.83,3
2022-06-09,Managed Service 3,Managed Service,92.58,2
2022-06-09,License 7,License,72.93,4
2022-06-10,Managed Service 3,Managed Service,44.96,2
2022-06-10,License 2,License,31.08,3
2022-06-10,Product 9,Product,15.49,3
2022-06-10,License 2,License,42.92,3
2022-06-10,Product 9,Product,30.61,3
2022-06-11,License 9,License,41.32,3
2022-06-12,License 7,License,76.51,4
2022-06-12,Product 1,Product,81.3,2
2022-06-12,License 8,License,32.64,2
2022-06-12,Product 6,Product,5.69,3
2022-06-13,Product 11,Product,80.68,3
2022-06-13,License 8,License,33.38,2
2022-06-14,Managed Service 2,Managed Service,98.41,4
2022-06-14,License 2,License,1.19,2
2022-06-14,Product 11,Product,6.98,2
2022-06-14,License 7,License,87.63,3
2022-06-14,License 5,License,9.69,1
2022-06-15,License 7,License,32.86,2
2022-06-15,Product 5,Product,67.19,2
2022-06-15,License 6,License,76.68,3
2022-06-16,License 9,License,53.39,2
2022-06-16,Product 10,Product,6.4,3
2022-06-16,License 3,License,22.15,3
2022-06-16,License 3,License,23.43,4
2022-06-17,Product 7,Product,38.36,1
2022-06-17,Product 12,Product,41.22,2
2022-06-17,Product 9,Product,66.43,4
2022-06-17,License 5,License,71.44,4
2022-06-17,Product 8,Product,87.05,3
2022-06-18,License 7,License,93.46,2
2022-06-18,License 4,License,16.8,4
2022-06-19,Product 8,Product,32.86,3
2022-06-19,Product 5,Product,53.02,4
2022-06-19,License 7,License,19.2,2
2022-06-20,Product 7,Product,95.75,1
2022-06-21,Product 4,Product,16.74,2
2022-06-21,Product 6,Product,42.92,4
2022-06-22,Product 7,Product,85.0,3
2022-06-22,Product 10,Product,25.12,1
2022-06-22,Product 5,Product,90.31,4
2022-06-22,Product 11,Product,6.92,3
2022-06-23,Managed Service 2,Managed Service,46.66,4
2022-06-24,License 4,License,19.84,3
2022-06-24,Product 6,Product,10.86,1
2022-06-24,Managed Service 3,Managed Service,54.8,2
2022-06-24,Product 8,Product,12.15,1
2022-06-25,Managed Service 2,Managed Service,5.86,1
2022-06-26,License 3,License,49.54,1
2022-06-26,License 1,License,55.43,1
2022-06-26,License 2,License,94.46,2
2022-06-26,Product 12,Product,6.32,2
2022-06-27,Product 6,Product,66.56,3
2022-06-27,Product 4,Product,42.02,2
2022-06-28,Product 3,Product,8.84,3
2022-06-28,License 4,License,85.64,3
2022-06-28,License 1,License,35.42,4
2022-06-28,Product 1,Product,90.42,2
2022-06-28,License 9,License,47.71,2
2022-06-29,License 1,License,6.21,1
2022-06-29,License 5,License,24.92,1
2022-06-29,License 6,License,40.01,1
2022-06-29,Product 3,Product,65.33,4
2022-06-29,Managed Service 2,Managed Service,66.66,3
2022-06-30,License 3,License,57.76,4
2022-06-30,License 3,License,71.41,2
2022-06-30,License 7,License,44.61,3
2022-06-30,License 5,License,46.27,3
2022-07-01,Product 11,Product,89.99,3
2022-07-02,Product 11,Product,96.18,1
2022-07-02,Managed Service 1,Managed Service,21.94,2
2022-07-02,License 5,License,49.74,1
2022-07-02,License 2,License,1.5,1
2022-07-03,Product 11,Product,33.51,3
2022-07-04,Product 1,Product,18.25,2
2022-07-04,Product 10,Product,6.37,2
2022-07-05,Product 11,Product,50.57,2
2022-07-05,License 5,License,33.51,3
2022-07-05,License 4,License,1.1,3
2022-07-05,License 1,License,79.97,4
2022-07-06,License 1,License,97.08,1
2022-07-07,Managed Service 2,Managed Service,21.93,2
2022-07-07,Product 8,Product,65.48,1
2022-07-07,Product 10,Product,51.35,2
2022-07-07,License 2,License,25.41,3
2022-07-08,License 9,License,97.4,3
2022-07-08,License 4,License,41.41,1
2022-07-08,Managed Service 3,Managed Service,53.44,4
2022-07-08,Product 9,Product,74.12,3
2022-07-09,Product 2,Product,94.17,3
2022-07-10,License 6,License,20.81,2
2022-07-11,Product 9,Product,14.67,2
2022-07-12,License 5,License,64.2,1
2022-07-13,License 7,License,31.68,2
2022-07-13,License 1,License,85.17,3
2022-07-13,License 3,License,67.26,4
2022-07-14,Product 4,Product,96.87,3
2022-07-14,Managed Service 3,Managed Service,18.47,3
2022-07-14,Product 12,Product,45.88,3
2022-07-14,License 8,License,97.07,4
2022-07-15,Product 9,Product,30.67,3
2022-07-15,License 2,License,17.19,1
2022-07-15,Product 6,Product,62.01,4
2022-07-16,Product 4,Product,24.61,4
2022-07-16,Product 12,Product,94.87,4
2022-07-16,Managed Service 1,Managed Service,94.81,4
2022-07-17,Product 5,Product,64.33,4
2022-07-17,Product 9,Product,22.45,1
2022-07-17,Product 10,Product,53.0,4
2022-07-17,Managed Service 1,Managed Service,88.6,3
2022-07-17,Product 5,Product,89.33,1
2022-07-18,Managed Service 1,Managed Service,21.26,3
2022-07-18,Product 9,Product,86.24,2
2022-07-18,License 3,License,37.19,1
2022-07-18,License 6,License,10.1,3
2022-07-18,License 1,License,41.66,4
2022-07-19,Product 9,Product,20.97,1
2022-07-19,Product 4,Product,98.78,2
2022-07-19,Product 2,Product,7.44,3
2022-07-20,License 7,License,13.46,1
2022-07-20,License 6,License,51.5,1
2022-07-20,Product 6,Product,92.98,1
2022-07-20,Managed Service 2,Managed Service,94.76,1
2022-07-20,Product 2,Product,81.94,2
2022-07-21,Product 3,Product,52.68,3
2022-07-21,License 3,License,29.95,2
2022-07-21,Product 10,Product,67.04,4
2022-07-21,Managed Service 3,Managed Service,83.9,4
2022-07-22,Managed Service 3,Managed Service,62.37,3
2022-07-22,License 9,License,40.12,2
2022-07-22,Product 8,Product,84.56,2
2022-07-22,License 7,License,24.46,1
2022-07-22,License 6,License,16.46,1
2022-07-23,Managed Service 1,Managed Service,51.67,3
2022-07-23,Product 11,Product,88.87,1
2022-07-23,License 9,License,57.16,4
2022-07-23,Product 4,Product,76.57,3
2022-07-23,License 7,License,82.84,4
2022-07-24,Managed Service 1,Managed Service,77.52,1
2022-07-24,License 3,License,36.09,2
2022-07-24,License 2,License,17.57,4
2022-07-24,License 8,License,27.35,1
2022-07-24,License 7,License,88.36,2
2022-07-25,License 3,License,67.07,3
2022-07-25,Product 7,Product,6.62,1
2022-07-26,Product 8,Product,65.4,4
2022-07-26,License 7,License,55.92,4
2022-07-26,Product 11,Product,9.23,4
2022-07-27,License 5,License,70.51,1
2022-07-28,Product 2,Product,36.28,3
2022-07-28,Product 8,Product,22.32,1
2022-07-28,License 2,License,1.12,3
2022-07-29,Managed Service 1,Managed Service,25.8,1
2022-07-29,Managed Service 3,Managed Service,9.83,2
2022-07-29,Product 5,Product,9.89,4
2022-07-30,Product 12,Product,89.14,4
2022-07-30,License 8,License,68.68,1
2022-07-30,Product 1,Product,6.82,3
2022-07-30,Managed Service 1,Managed Service,64.93,2
2022-07-31,Product 3,Product,48.33,2
2022-08-01,Product 4,Product,4.51,4
2022-08-02,Product 7,Product,26.32,4
2022-08-03,Product 10,Product,28.2,2
2022-08-04,License 8,License,85.9,4
2022-08-04,License 2,License,87.22,4
2022-08-04,License 6,License,97.41,3
2022-08-04,License 9,License,55.12,2
2022-08-05,Product 10,Product,61.25,3
2022-08-05,Product 11,Product,46.18,3
2022-08-05,Managed Service 1,Managed Service,18.29,2
2022-08-06,License 8,License,20.21,2
2022-08-06,Product 1,Product,42.32,4
2022-08-06,License 4,License,88.12,1
2022-08-06,Product 7,Product,90.64,1
2022-08-06,License 4,License,97.44,2
2022-08-07,License 7,License,64.88,1
2022-08-07,Product 9,Product,52.38,4
2022-08-07,Product 5,Product,97.28,2
2022-08-08,License 4,License,77.72,4
2022-08-09,Product 12,Product,1.75,3
2022-08-09,Managed Service 2,Managed Service,64.08,3
2022-08-10,Product 8,Product,7.62,4
2022-08-11,License 9,License,41.45,4
2022-08-11,Product 12,Product,75.83,3
2022-08-11,License 1,License,25.82,3
2022-08-11,License 5,License,79.62,2
2022-08-12,Managed Service 2,Managed Service,34.04,2
2022-08-13,Product 7,Product,74.56,3
2022-08-13,License 7,License,75.97,4
2022-08-14,Product 9,Product,19.31,1
2022-08-14,Managed Service 3,Managed Service,46.61,1
2022-08-15,License 3,License,99.76,3
2022-08-16,Managed Service 1,Managed Service,40.35,4
2022-08-16,Managed Service 1,Managed Service,25.87,4
2022-08-16,Managed Service 1,Managed Service,61.06,2
2022-08-16,Product 7,Product,69.36,4
2022-08-17,Managed Service 3,Managed Service,83.55,2
2022-08-17,Product 4,Product,35.47,4
2022-08-17,Product 8,Product,87.28,2
2022-08-18,Product 11,Product,6.73,3
2022-08-19,Product 11,Product,31.89,3
2022-08-19,Product 8,Product,26.91,3
2022-08-20,Product 5,Product,10.18,2
2022-08-20,License 3,License,17.86,1
2022-08-20,Product 6,Product,33.99,2
2022-08-21,Product 8,Product,63.75,4
2022-08-21,Product 11,Product,71.11,3
2022-08-21,Managed Service 2,Managed Service,43.87,4
2022-08-22,Product 2,Product,32.73,2
2022-08-22,Product 9,Product,41.48,3
2022-08-22,Product 8,Product,53.79,1
2022-08-22,License 7,License,66.69,1
2022-08-23,Product 7,Product,5.52,4
2022-08-24,Managed Service 2,Managed Service,25.59,2
2022-08-24,Product 5,Product,87.61,4
2022-08-24,Managed Service 3,Managed Service,44.26,3
2022-08-24,Managed Service 3,Managed Service,86.33,2
2022-08-25,License 1,License,28.76,2
2022-08-25,Product 2,Product,83.37,2
2022-08-25,Managed Service 2,Managed Service,59.47,4
2022-08-25,Product 3,Product,47.1,3
2022-08-25,Managed Service 3,Managed Service,48.87,2
2022-08-26,License 6,License,98.37,3
2022-08-27,Product 12,Product,38.48,4
2022-08-27,Managed Service 3,Managed Service,29.32,4
2022-08-27,License 6,License,33.47,3
2022-08-27,Product 6,Product,4.19,1
2022-08-27,Managed Service 2,Managed Service,40.71,3
2022-08-28,Product 9,Product,57.12,3
2022-08-28,Product 3,Product,36.72,1
2022-08-29,Managed Service 3,Managed Service,33.05,1
2022-08-30,License 2,License,76.18,3
2022-08-30,Product 6,Product,38.31,1
2022-08-31,License 9,License,99.88,4
2022-09-01,Product 3,Product,63.81,3
2022-09-01,Managed Service 3,Managed Service,73.74,1
2022-09-02,Product 5,Product,86.22,1
2022-09-02,License 7,License,37.48,2
2022-09-02,Product 4,Product,3.64,3
2022-09-02,Product 3,Product,33.67,4
2022-09-03,Product 11,Product,6.4,3
2022-09-03,Product 12,Product,13.33,3
2022-09-03,License 7,License,70.01,1
2022-09-04,Product 10,Product,86.13,2
2022-09-04,Product 9,Product,67.51,3
2022-09-04,Managed Service 2,Managed Service,6.19,4
2022-09-05,License 5,License,53.02,4
2022-09-05,License 1,License,64.28,2
2022-09-05,Product 2,Product,78.84,4
2022-09-06,Product 7,Product,71.43,4
2022-09-06,License 9,License,84.93,1
2022-09-06,Product 6,Product,86.62,2
2022-09-06,License 6,License,77.47,2
2022-09-07,Product 5,Product,77.68,3
2022-09-07,Managed Service 2,Managed Service,14.13,1
2022-09-07,License 2,License,59.24,1
2022-09-07,License 7,License,92.65,3
2022-09-07,Managed Service 3,Managed Service,56.42,1
2022-09-08,Product 8,Product,10.87,4
2022-09-08,License 7,License,96.05,2
2022-09-09,Managed Service 1,Managed Service,13.58,1
2022-09-09,License 8,License,34.79,4
2022-09-09,Product 4,Product,65.76,4
2022-09-09,Managed Service 1,Managed Service,84.58,4
2022-09-09,License 1,License,95.58,4
2022-09-10,Product 11,Product,28.87,2
2022-09-10,Product 10,Product,23.82,2
2022-09-10,Product 8,Product,76.14,1
2022-09-10,License 4,License,92.38,2
2022-09-11,Managed Service 3,Managed Service,81.54,4
2022-09-11,License 5,License,84.24,1
2022-09-11,License 9,License,94.38,1
2022-09-12,Product 3,Product,63.61,2
2022-09-12,Product 3,Product,34.75,3
2022-09-12,Product 12,Product,18.76,1
2022-09-12,Product 8,Product,90.55,1
2022-09-13,License 1,License,2.54,2
2022-09-13,License 1,License,50.23,1
2022-09-13,License 6,License,67.74,1
2022-09-14,Product 12,Product,38.24,1
2022-09-14,Managed Service 2,Managed Service,27.24,1
2022-09-14,Product 2,Product,79.56,2
2022-09-15,Product 2,Product,87.59,3
2022-09-15,License 9,License,49.83,2
2022-09-15,Product 3,Product,42.26,3
2022-09-15,Product 6,Product,35.71,1
2022-09-15,License 6,License,92.57,4
2022-09-16,Product 8,Product,36.84,1
2022-09-16,License 7,License,40.89,3
2022-09-17,Product 9,Product,39.45,2
2022-09-17,Product 10,Product,44.13,2
2022-09-17,Product 5,Product,81.12,4
2022-09-17,Product 3,Product,59.98,1
2022-09-17,Product 12,Product,33.52,4
2022-09-18,License 7,License,79.8,2
2022-09-19,Product 7,Product,72.29,1
2022-09-19,Product 2,Product,94.59,4
2022-09-19,Product 9,Product,60.54,4
2022-09-19,Product 12,Product,28.39,3
2022-09-19,License 9,License,87.01,4
2022-09-20,License 4,License,76.15,3
2022-09-20,License 5,License,13.08,3
2022-09-20,Product 12,Product,11.36,2
2022-09-20,Managed Service 1,Managed Service,68.75,3
2022-09-20,License 7,License,15.97,4
2022-09-21,License 7,License,56.82,1
2022-09-21,Product 10,Product,35.42,2
2022-09-21,Product 2,Product,78.01,1
2022-09-21,Product 5,Product,24.67,4
2022-09-21,License 5,License,20.86,2
2022-09-22,License 3,License,43.96,4
2022-09-22,License 4,License,35.98,1
2022-09-23,Product 9,Product,58.17,1
2022-09-23,Managed Service 2,Managed Service,7.07,2
2022-09-23,Product 2,Product,78.06,3
2022-09-24,Product 10,Product,8.26,2
2022-09-24,License 9,License,51.48,1
2022-09-24,License 6,License,95.56,4
2022-09-24,License 3,License,96.69,3
2022-09-25,Product 10,Product,6.5,2
2022-09-26,Product 2,Product,23.11,3
2022-09-26,License 9,License,58.0,3
2022-09-26,Product 11,Product,2.51,3
2022-09-26,Managed Service 3,Managed Service,82.7,3
2022-09-27,License 4,License,58.38,3
2022-09-27,Product 8,Product,98.41,4
2022-09-27,License 3,License,36.33,2
2022-09-27,Managed Service 1,Managed Service,78.81,3
2022-09-28,Product 12,Product,74.15,2
2022-09-28,Product 5,Product,65.91,4
2022-09-28,Product 10,Product,82.21,4
2022-09-28,Product 8,Product,18.69,4
2022-09-28,Product 2,Product,80.46,2
2022-09-29,License 1,License,19.74,4
2022-09-29,Managed Service 1,Managed Service,45.99,3
2022-09-29,Product 5,Product,87.74,3
2022-09-30,License 7,License,55.08,4
2022-10-01,License 5,License,55.42,1
2022-10-01,License 8,License,18.33,3
2022-10-01,License 4,License,46.66,1
2022-10-01,Product 4,Product,73.94,1
2022-10-02,License 7,License,34.74,4
2022-10-02,Product 1,Product,37.02,1
2022-10-02,License 1,License,49.88,1
2022-10-03,Product 5,Product,74.63,3
2022-10-03,License 1,License,38.9,3
2022-10-03,Product 10,Product,33.02,4
2022-10-03,Product 12,Product,28.8,2
2022-10-04,Product 7,Product,68.25,1
2022-10-04,Product 5,Product,81.33,1
2022-10-04,License 8,License,56.37,4
2022-10-04,License 3,License,23.89,2
2022-10-05,Product 11,Product,57.83,3
2022-10-05,Managed Service 2,Managed Service,74.0,4
2022-10-05,Managed Service 2,Managed Service,28.74,2
2022-10-05,License 5,License,20.07,1
2022-10-06,Product 10,Product,48.78,1
2022-10-07,Product 4,Product,83.28,2
2022-10-08,Product 4,Product,31.55,2
2022-10-08,Product 7,Product,85.09,3
2022-10-08,License 5,License,25.23,4
2022-10-09,Product 2,Product,67.77,3
2022-10-10,License 8,License,34.94,4
2022-10-10,License 8,License,15.24,2
2022-10-10,License 2,License,44.0,3
2022-10-10,Product 9,Product,93.31,2
2022-10-11,Product 7,Product,50.94,3
2022-10-11,License 5,License,94.53,4
2022-10-11,License 9,License,17.05,2
2022-10-12,Product 3,Product,74.55,4
2022-10-12,Product 1,Product,89.12,1
2022-10-12,Product 8,Product,19.93,3
2022-10-12,Product 3,Product,49.13,1
2022-10-13,Product 5,Product,12.49,3
2022-10-13,License 5,License,16.02,2
2022-10-13,Product 8,Product,89.97,1
2022-10-14,License 2,License,17.48,1
2022-10-14,Product 1,Product,13.2,1
2022-10-15,Managed Service 2,Managed Service,43.25,4
2022-10-15,License 9,License,58.63,1
2022-10-16,License 8,License,23.17,3
2022-10-16,License 8,License,79.71,3
2022-10-17,License 1,License,74.34,4
2022-10-17,License 7,License,39.94,4
2022-10-17,License 8,License,94.94,4
2022-10-18,License 6,License,91.13,2
2022-10-18,License 2,License,34.29,1
2022-10-18,License 5,License,22.22,3
2022-10-19,Product 6,Product,2.94,2
2022-10-19,License 8,License,67.16,1
2022-10-20,License 3,License,74.11,2
2022-10-21,License 7,License,84.09,3
2022-10-21,Product 12,Product,12.09,1
